Geneid	Chr	Start	End	Strand	Length	SRR6344904	SRR6344905	SRR6344906	SRR6344910	SRR6344912	SRR6344913
G372_RS0104745	NZ_ARQK01000043.1	33527	33808	-	282	112	98	93	192	227	84
G372_RS0104750	NZ_ARQK01000043.1	33990	34364	+	375	114	157	109	167	103	59
G372_RS0104755	NZ_ARQK01000043.1	34378	35229	+	852	168	278	137	132	143	67
G372_RS0104760	NZ_ARQK01000043.1	35261	36631	+	1371	442	736	447	394	518	173
G372_RS0104765	NZ_ARQK01000043.1	36659	36862	-	204	268	252	231	282	366	144
G372_RS0104770	NZ_ARQK01000043.1	36898	37113	-	216	877	1003	1126	820	913	464
G372_RS0104775	NZ_ARQK01000043.1	37229	40531	-	3303	5953	5756	5537	2758	12139	1698
G372_RS0104780	NZ_ARQK01000043.1	40527	41573	-	1047	1774	1394	1798	803	6429	469
G372_RS0104785	NZ_ARQK01000043.1	41802	42140	+	339	70	81	46	45	64	27
G372_RS0104790	NZ_ARQK01000043.1	42202	43911	+	1710	717	907	649	723	733	253
G372_RS0104795	NZ_ARQK01000043.1	43931	45790	+	1860	492	649	420	661	702	283
G372_RS0104800	NZ_ARQK01000043.1	45827	46540	-	714	229	386	301	283	326	160
G372_RS0104805	NZ_ARQK01000043.1	46554	47012	-	459	76	155	75	88	95	61
G372_RS0104810	NZ_ARQK01000043.1	47008	47769	-	762	684	811	576	519	328	347
G372_RS0104815	NZ_ARQK01000043.1	47768	49351	+	1584	2818	2992	2507	2142	1693	1213
G372_RS0104820	NZ_ARQK01000043.1	49396	50718	-	1323	2319	2143	2074	2483	2205	1703
G372_RS0104825	NZ_ARQK01000043.1	50757	51008	-	252	775	1365	1006	1245	1846	788
G372_RS0104830	NZ_ARQK01000043.1	51104	52048	-	945	179	263	180	237	196	131
G372_RS0104835	NZ_ARQK01000043.1	52051	53928	-	1878	838	1368	764	892	836	528
G372_RS0104840	NZ_ARQK01000043.1	54056	55396	-	1341	2577	2563	2914	2517	2263	1953
G372_RS0104845	NZ_ARQK01000043.1	55612	56076	-	465	26	226	27	11	29	12
G372_RS0104850	NZ_ARQK01000043.1	56076	57623	-	1548	94	204	55	42	50	36
G372_RS0104855	NZ_ARQK01000043.1	57643	58782	+	1140	72	120	47	64	62	36
G372_RS0104860	NZ_ARQK01000043.1	58886	61318	+	2433	917	1019	934	600	511	343
G372_RS0104865	NZ_ARQK01000043.1	61426	62214	+	789	895	684	873	1214	1206	813
G372_RS0104870	NZ_ARQK01000043.1	62224	62826	-	603	127	165	153	178	147	103
G372_RS13490	NZ_ARQK01000043.1	62826	63230	-	405	8	8	3	3	4	4
G372_RS0104880	NZ_ARQK01000043.1	63364	64206	+	843	215	242	164	170	113	120
G372_RS0104885	NZ_ARQK01000044.1	358	804	-	447	1218	851	991	421	247	360
G372_RS0104890	NZ_ARQK01000044.1	1218	1580	-	363	388	337	342	161	96	133
G372_RS0104895	NZ_ARQK01000044.1	1597	2763	-	1167	29	56	41	48	34	31
G372_RS0104900	NZ_ARQK01000044.1	2763	5342	-	2580	410	382	376	824	1074	460
G372_RS0104905	NZ_ARQK01000044.1	5498	6502	-	1005	169	180	118	106	92	77
G372_RS0104910	NZ_ARQK01000044.1	6513	8531	-	2019	1003	1149	934	743	624	374
G372_RS0104915	NZ_ARQK01000044.1	8720	12061	-	3342	1413	1485	1372	908	708	591
G372_RS0104920	NZ_ARQK01000044.1	12181	12807	-	627	65	44	72	107	57	85
G372_RS0104925	NZ_ARQK01000044.1	13094	13705	+	612	379	436	297	831	904	211
G372_RS0104930	NZ_ARQK01000044.1	13710	14288	+	579	540	390	488	1016	1128	323
G372_RS0104935	NZ_ARQK01000044.1	14369	14992	-	624	374	535	287	875	1045	333
G372_RS0104940	NZ_ARQK01000044.1	15274	15615	-	342	64	50	69	41	39	28
G372_RS0104945	NZ_ARQK01000044.1	15675	17036	-	1362	226	193	165	182	146	101
G372_RS0104950	NZ_ARQK01000044.1	17269	17904	+	636	172	152	162	129	134	110
G372_RS0104955	NZ_ARQK01000044.1	17904	18389	+	486	152	240	153	76	78	46
G372_RS0104960	NZ_ARQK01000044.1	18464	18961	+	498	451	399	435	189	132	149
G372_RS0104965	NZ_ARQK01000044.1	19074	19304	-	231	113	88	120	44	42	42
G372_RS0104970	NZ_ARQK01000044.1	19558	20871	+	1314	408	335	414	198	104	224
G372_RS0104975	NZ_ARQK01000044.1	21049	22542	+	1494	680	724	810	375	293	486
G372_RS0104980	NZ_ARQK01000044.1	22971	24299	+	1329	243	411	208	505	670	203
G372_RS0104985	NZ_ARQK01000044.1	24595	24894	-	300	42	46	49	242	377	87
G372_RS0104990	NZ_ARQK01000044.1	25005	25619	+	615	395	242	351	610	437	357
G372_RS0104995	NZ_ARQK01000044.1	25646	25912	-	267	266	140	226	316	138	280
G372_RS0105000	NZ_ARQK01000044.1	26076	26486	-	411	781	1076	830	1422	1591	679
G372_RS0105005	NZ_ARQK01000044.1	26726	27130	+	405	136	143	133	165	94	122
G372_RS0105010	NZ_ARQK01000044.1	27244	29358	+	2115	290	432	264	360	381	224
G372_RS0105015	NZ_ARQK01000044.1	29423	31222	-	1800	174	247	148	85	70	63
G372_RS0105020	NZ_ARQK01000044.1	31482	31913	-	432	936	560	795	63	179	31
G372_RS0105025	NZ_ARQK01000044.1	32280	33734	-	1455	315	425	270	223	151	248
G372_RS0105030	NZ_ARQK01000044.1	33895	34362	-	468	416	643	450	217	206	225
G372_RS0105035	NZ_ARQK01000044.1	34543	35007	+	465	344	241	365	290	196	232
G372_RS0105040	NZ_ARQK01000044.1	35125	36027	-	903	405	449	392	381	347	280
G372_RS0105045	NZ_ARQK01000044.1	36050	36412	-	363	164	119	177	131	97	150
G372_RS0105050	NZ_ARQK01000044.1	36518	36697	-	180	208	123	226	110	55	153
G372_RS0105055	NZ_ARQK01000044.1	37288	37794	+	507	181	136	155	156	109	163
G372_RS0105060	NZ_ARQK01000044.1	37827	38312	-	486	162	145	145	112	91	130
G372_RS0105065	NZ_ARQK01000044.1	38737	40194	+	1458	607	647	511	634	420	391
G372_RS0105070	NZ_ARQK01000044.1	40336	42747	-	2412	1520	2394	1533	1152	1277	823
G372_RS0105075	NZ_ARQK01000044.1	42747	43739	-	993	287	379	247	189	210	100
G372_RS0105080	NZ_ARQK01000044.1	43739	44974	-	1236	704	948	779	436	513	233
G372_RS0105085	NZ_ARQK01000044.1	44974	46446	-	1473	1733	1715	1585	973	835	646
G372_RS0105090	NZ_ARQK01000044.1	46544	46858	-	315	78	110	64	79	58	52
G372_RS14175	NZ_ARQK01000044.1	46946	47617	-	672	53	90	75	90	106	59
G372_RS0105095	NZ_ARQK01000044.1	47858	48451	-	594	71	72	71	184	152	145
G372_RS0105100	NZ_ARQK01000044.1	48795	49898	-	1104	114	124	88	69	63	66
G372_RS0105105	NZ_ARQK01000044.1	49898	50587	-	690	68	49	42	49	46	31
G372_RS0105110	NZ_ARQK01000044.1	50594	51349	-	756	128	143	116	133	168	95
G372_RS0105115	NZ_ARQK01000044.1	51555	52805	-	1251	240	368	232	283	296	97
G372_RS0105120	NZ_ARQK01000044.1	52942	56454	+	3513	361	642	298	185	123	126
G372_RS0105125	NZ_ARQK01000044.1	56454	60173	+	3720	493	816	450	371	321	189
G372_RS0105130	NZ_ARQK01000044.1	60173	62215	+	2043	141	372	118	112	153	56
G372_RS0105135	NZ_ARQK01000044.1	62218	64860	-	2643	410	513	302	338	310	159
G372_RS0105140	NZ_ARQK01000044.1	64980	65276	+	297	46	118	40	30	19	24
G372_RS0105145	NZ_ARQK01000044.1	65287	65814	+	528	262	312	227	171	93	138
G372_RS0105150	NZ_ARQK01000045.1	391	1434	+	1044	3277	3554	3135	2410	1719	1316
G372_RS0105155	NZ_ARQK01000045.1	1412	1897	+	486	427	652	332	263	219	151
G372_RS0105160	NZ_ARQK01000045.1	2052	4658	+	2607	2984	3487	2898	4231	4454	2366
G372_RS0105165	NZ_ARQK01000045.1	4841	6082	+	1242	1126	2097	1088	2060	3213	850
G372_RS0105170	NZ_ARQK01000045.1	6154	6399	+	246	628	628	650	1770	1487	1332
G372_RS0105180	NZ_ARQK01000045.1	6689	6901	+	213	46	161	54	683	2204	184
G372_RS0105185	NZ_ARQK01000045.1	7012	9642	-	2631	269	332	252	773	1089	336
G372_RS0105190	NZ_ARQK01000045.1	9638	9997	-	360	30	26	10	18	6	11
G372_RS0105195	NZ_ARQK01000045.1	10093	10449	-	357	32	48	31	38	17	22
G372_RS0105200	NZ_ARQK01000045.1	10449	11072	-	624	66	88	57	48	58	22
G372_RS0105205	NZ_ARQK01000045.1	11080	11493	-	414	26	21	24	12	17	14
G372_RS0105210	NZ_ARQK01000045.1	11496	12065	-	570	38	71	35	21	33	27
G372_RS0105220	NZ_ARQK01000045.1	12151	12534	-	384	22	24	28	35	32	21
G372_RS0105225	NZ_ARQK01000045.1	12698	13780	-	1083	50	41	72	35	28	19
G372_RS0105240	NZ_ARQK01000045.1	14329	14526	-	198	50	46	22	106	84	79
G372_RS0105245	NZ_ARQK01000045.1	14609	15121	-	513	115	108	126	88	105	84
G372_RS0105250	NZ_ARQK01000045.1	15121	16314	-	1194	424	422	457	161	133	115
G372_RS0105255	NZ_ARQK01000045.1	16825	17418	-	594	192	135	172	123	76	62
G372_RS0105260	NZ_ARQK01000045.1	17427	19256	-	1830	1123	1500	1019	643	581	453
G372_RS0105265	NZ_ARQK01000045.1	19294	20709	-	1416	577	432	551	286	196	168
G372_RS0105270	NZ_ARQK01000045.1	20841	21359	+	519	185	237	148	587	947	202
G372_RS0105275	NZ_ARQK01000045.1	21468	21662	+	195	2589	1353	2487	5325	5176	1610
G372_RS0105280	NZ_ARQK01000045.1	21765	22790	+	1026	1567	1861	1365	4462	6030	1411
G372_RS0105285	NZ_ARQK01000045.1	22790	23749	+	960	1248	1581	1187	2903	3774	855
G372_RS0105290	NZ_ARQK01000045.1	23857	24330	+	474	306	312	293	808	997	374
G372_RS0105295	NZ_ARQK01000045.1	24323	24958	+	636	151	186	127	208	217	67
G372_RS0105300	NZ_ARQK01000045.1	25121	26941	+	1821	1015	943	953	984	927	679
G372_RS0105305	NZ_ARQK01000045.1	27243	27791	+	549	450	302	480	430	418	254
G372_RS0105320	NZ_ARQK01000045.1	28259	29617	+	1359	422	413	381	347	312	195
G372_RS0105325	NZ_ARQK01000045.1	29634	30761	+	1128	461	453	446	316	191	338
G372_RS0105330	NZ_ARQK01000045.1	30896	33421	+	2526	1458	1929	1301	1086	973	617
G372_RS0105335	NZ_ARQK01000045.1	33457	35574	-	2118	10520	10403	10233	2776	2116	2437
G372_RS0105340	NZ_ARQK01000045.1	35618	37738	-	2121	8495	10884	8332	2459	2141	2282
G372_RS0105345	NZ_ARQK01000045.1	37910	39433	+	1524	2438	3686	2356	1213	946	1061
G372_RS13850	NZ_ARQK01000045.1	39365	39538	-	174	133	90	161	83	21	154
G372_RS0105350	NZ_ARQK01000045.1	39691	40143	+	453	297	248	243	253	253	168
G372_RS0105355	NZ_ARQK01000045.1	40160	40705	-	546	120	115	96	141	139	110
G372_RS0105360	NZ_ARQK01000045.1	40803	41165	+	363	195	294	193	265	249	145
G372_RS0105365	NZ_ARQK01000045.1	41225	41545	+	321	119	269	120	108	128	66
G372_RS0105370	NZ_ARQK01000045.1	41685	43796	+	2112	1811	2791	1537	1413	1050	969
G372_RS0105375	NZ_ARQK01000045.1	43864	45810	-	1947	787	652	670	291	178	164
G372_RS0105380	NZ_ARQK01000045.1	45810	46766	-	957	174	215	166	103	120	45
G372_RS0105385	NZ_ARQK01000045.1	46995	47666	-	672	46	18	34	25	33	32
G372_RS0105390	NZ_ARQK01000045.1	47726	47932	-	207	269	424	266	154	141	149
G372_RS0105395	NZ_ARQK01000045.1	48221	49516	-	1296	644	650	522	401	230	204
G372_RS0105400	NZ_ARQK01000045.1	49529	49948	-	420	282	237	306	222	187	144
G372_RS0105405	NZ_ARQK01000045.1	50063	53554	+	3492	1512	2521	1597	1093	995	675
G372_RS0105410	NZ_ARQK01000045.1	53624	54823	+	1200	1021	1525	945	855	756	512
G372_RS0105415	NZ_ARQK01000045.1	54823	56904	+	2082	709	879	602	660	708	425
G372_RS0105420	NZ_ARQK01000045.1	57197	57582	+	386	459	285	454	454	217	433
G372_RS0105425	NZ_ARQK01000045.1	58175	58624	+	450	769	452	797	495	211	412
G372_RS0105430	NZ_ARQK01000045.1	58932	60821	+	1890	2014	2202	2072	1482	1864	835
G372_RS0105435	NZ_ARQK01000045.1	61089	62252	+	1164	622	616	570	501	604	203
G372_RS0105440	NZ_ARQK01000045.1	62440	62691	+	252	24	57	41	72	118	50
G372_RS13495	NZ_ARQK01000045.1	62697	62885	+	189	392	690	445	193	241	107
G372_RS0105445	NZ_ARQK01000045.1	63149	63589	+	441	220	157	186	153	155	144
G372_RS0105450	NZ_ARQK01000045.1	63894	64136	+	243	229	175	277	260	207	154
G372_RS0105455	NZ_ARQK01000045.1	64136	64534	+	399	444	573	553	606	754	306
G372_RS0105460	NZ_ARQK01000045.1	64634	64906	+	273	309	356	318	372	343	201
G372_RS0105465	NZ_ARQK01000045.1	64909	65319	+	411	803	416	842	778	615	427
G372_RS13870	NZ_ARQK01000045.1	65461	65757	+	297	332	497	359	604	928	370
G372_RS13875	NZ_ARQK01000045.1	65757	66239	+	483	1210	933	1217	1590	1266	1062
G372_RS0105475	NZ_ARQK01000045.1	66491	66826	+	336	1189	892	1275	1190	1177	744
G372_RS0105480	NZ_ARQK01000046.1	518	1081	-	564	1049	895	1132	1991	1842	1308
G372_RS0105485	NZ_ARQK01000046.1	1223	1531	+	309	1197	1034	1262	476	406	329
G372_RS0105490	NZ_ARQK01000046.1	1527	1859	+	333	1129	1210	1107	645	547	407
G372_RS0105495	NZ_ARQK01000046.1	1944	2786	+	843	1024	1170	998	1068	1410	637
G372_RS0105500	NZ_ARQK01000046.1	2819	3637	-	819	2465	3952	2123	1565	3035	753
G372_RS0105505	NZ_ARQK01000046.1	3745	4086	-	342	393	404	456	274	629	96
G372_RS0105510	NZ_ARQK01000046.1	4165	4752	-	588	637	746	549	535	562	314
G372_RS0105515	NZ_ARQK01000046.1	4777	5100	-	324	1515	1264	1413	1097	666	611
G372_RS0105520	NZ_ARQK01000046.1	5152	6945	-	1794	1246	1922	971	1602	2272	690
G372_RS0105525	NZ_ARQK01000046.1	7368	8114	+	747	519	594	522	529	651	305
G372_RS0105530	NZ_ARQK01000046.1	8298	9695	+	1398	537	737	513	621	566	418
G372_RS0105535	NZ_ARQK01000046.1	9843	10487	-	645	390	474	478	375	353	367
G372_RS0105540	NZ_ARQK01000046.1	10808	11068	-	261	25	23	18	42	27	39
G372_RS0105545	NZ_ARQK01000046.1	11097	11309	-	213	18	19	21	32	16	38
G372_RS14320	NZ_ARQK01000046.1	11422	11679	+	258	235	62	266	117	81	171
G372_RS0105555	NZ_ARQK01000046.1	11790	12032	-	243	160	76	171	72	52	93
G372_RS0105560	NZ_ARQK01000046.1	12254	14128	+	1875	196	242	163	320	369	684
G372_RS0105565	NZ_ARQK01000046.1	14187	14447	+	261	156	172	182	137	141	164
G372_RS0105570	NZ_ARQK01000046.1	14458	16233	+	1776	2388	1829	2214	1766	1492	1631
G372_RS0105575	NZ_ARQK01000046.1	16464	18308	+	1845	236	265	184	279	177	171
G372_RS13500	NZ_ARQK01000046.1	18349	19086	+	738	163	170	158	164	157	100
G372_RS0105585	NZ_ARQK01000046.1	19177	21132	+	1956	6767	9444	6220	4341	5431	2297
G372_RS0105590	NZ_ARQK01000046.1	21302	21676	+	375	115	189	117	169	202	88
G372_RS0105595	NZ_ARQK01000046.1	21679	24999	-	3321	1911	2112	1691	1347	1158	1040
G372_RS0105600	NZ_ARQK01000046.1	25238	25735	-	498	155	151	127	892	883	365
G372_RS0105605	NZ_ARQK01000046.1	25955	26176	+	222	178	195	180	319	248	258
G372_RS0105610	NZ_ARQK01000046.1	26224	26424	+	201	60	60	51	54	72	45
G372_RS0105615	NZ_ARQK01000046.1	26471	26803	-	333	255	318	247	232	388	130
G372_RS0105620	NZ_ARQK01000046.1	26868	27278	-	411	516	358	495	544	436	388
G372_RS0105625	NZ_ARQK01000046.1	27327	28277	-	951	126	247	132	166	222	101
G372_RS0105630	NZ_ARQK01000046.1	28234	28485	-	252	231	283	169	149	142	70
G372_RS0105635	NZ_ARQK01000046.1	28622	29320	-	699	486	524	453	343	363	203
G372_RS0105640	NZ_ARQK01000046.1	29539	31311	-	1773	728	925	768	576	442	409
G372_RS0105645	NZ_ARQK01000046.1	31311	31646	-	336	38	25	45	34	12	40
G372_RS0105650	NZ_ARQK01000046.1	31646	32023	-	378	314	149	327	384	305	410
G372_RS0105655	NZ_ARQK01000046.1	32214	33257	+	1044	1027	1187	983	618	568	336
G372_RS14325	NZ_ARQK01000046.1	33264	33425	+	162	60	70	49	62	71	17
G372_RS0105665	NZ_ARQK01000046.1	33476	34579	-	1104	1184	1558	1008	1542	1481	625
G372_RS0105670	NZ_ARQK01000046.1	34610	35290	-	681	289	270	217	375	279	207
G372_RS0105675	NZ_ARQK01000046.1	35443	36615	-	1173	137	328	112	208	243	65
G372_RS0105680	NZ_ARQK01000046.1	36618	37166	-	549	262	558	279	730	1742	218
G372_RS0105685	NZ_ARQK01000046.1	37192	38448	-	1257	3358	3483	2922	6577	8127	2313
G372_RS0105690	NZ_ARQK01000046.1	39021	39737	+	717	3491	1911	3500	338	196	556
G372_RS0105695	NZ_ARQK01000046.1	40132	40761	+	630	532	428	420	131	87	164
G372_RS0105700	NZ_ARQK01000046.1	40927	41925	+	999	904	684	806	482	245	352
G372_RS0105705	NZ_ARQK01000046.1	41925	44714	+	2790	1591	1903	1328	786	620	564
G372_RS0105710	NZ_ARQK01000046.1	44745	45146	+	402	449	360	380	449	296	322
G372_RS0105715	NZ_ARQK01000046.1	45162	46271	+	1110	434	431	329	295	182	215
G372_RS0105720	NZ_ARQK01000046.1	46278	47540	+	1263	195	262	138	97	104	69
G372_RS0105725	NZ_ARQK01000046.1	47608	48786	+	1179	835	1055	677	904	880	363
G372_RS0105730	NZ_ARQK01000046.1	48835	49161	+	327	382	465	270	259	280	176
G372_RS0105735	NZ_ARQK01000046.1	49271	50017	-	747	484	502	466	627	455	366
G372_RS0105740	NZ_ARQK01000046.1	50190	50600	-	411	220	279	216	291	257	119
G372_RS0105745	NZ_ARQK01000046.1	50676	52706	-	2031	298	333	307	366	277	196
G372_RS0105750	NZ_ARQK01000046.1	52779	53621	+	843	294	244	236	430	316	127
G372_RS0105755	NZ_ARQK01000046.1	53626	54441	+	816	444	563	420	476	482	164
G372_RS0105760	NZ_ARQK01000046.1	54444	54935	+	492	137	126	81	151	134	75
G372_RS0105765	NZ_ARQK01000046.1	55146	55601	+	456	237	285	237	162	103	163
G372_RS0105770	NZ_ARQK01000046.1	55647	57188	-	1542	507	441	465	273	144	301
G372_RS0105775	NZ_ARQK01000046.1	57216	57644	-	429	817	868	620	292	187	257
G372_RS0105780	NZ_ARQK01000046.1	57840	59237	+	1398	709	623	610	792	617	356
G372_RS0105785	NZ_ARQK01000046.1	59262	60938	+	1677	120	173	82	116	109	51
G372_RS0105790	NZ_ARQK01000046.1	60938	62035	+	1098	495	441	428	360	224	287
G372_RS0105795	NZ_ARQK01000046.1	62055	62642	-	588	628	540	605	363	208	314
G372_RS0105800	NZ_ARQK01000046.1	62779	63627	+	849	624	455	642	654	631	393
G372_RS0105805	NZ_ARQK01000046.1	63669	64406	-	738	208	136	192	373	378	211
G372_RS0105815	NZ_ARQK01000046.1	64770	66344	-	1575	1630	2508	1655	2265	2866	931
G372_RS0105820	NZ_ARQK01000046.1	66415	67872	-	1458	2327	2388	2070	3435	3431	1640
G372_RS0105825	NZ_ARQK01000046.1	68065	68817	+	753	81	102	91	136	104	104
G372_RS0105830	NZ_ARQK01000046.1	68874	70286	+	1413	138	169	113	154	133	120
G372_RS0105835	NZ_ARQK01000046.1	70301	71725	-	1425	534	424	439	555	461	179
G372_RS0105840	NZ_ARQK01000046.1	72217	72729	+	513	684	674	693	833	1051	275
G372_RS0105845	NZ_ARQK01000046.1	72741	73493	+	753	145	189	117	180	260	80
G372_RS0105850	NZ_ARQK01000047.1	266	490	+	225	475	521	390	558	687	257
G372_RS0105855	NZ_ARQK01000047.1	570	2003	+	1434	308	819	302	290	348	113
G372_RS0105860	NZ_ARQK01000047.1	2003	2809	+	807	1094	728	1053	807	640	503
G372_RS0105865	NZ_ARQK01000047.1	2828	4117	-	1290	337	323	260	250	271	111
G372_RS0105870	NZ_ARQK01000047.1	4095	4772	-	678	439	450	471	496	364	318
G372_RS0105875	NZ_ARQK01000047.1	4825	5424	-	600	423	442	501	378	258	285
G372_RS0105880	NZ_ARQK01000047.1	5424	6563	-	1140	461	441	439	313	314	229
G372_RS0105885	NZ_ARQK01000047.1	6563	7255	-	693	416	325	363	518	383	331
G372_RS0105890	NZ_ARQK01000047.1	7564	8955	+	1392	801	591	742	927	854	451
G372_RS0105895	NZ_ARQK01000047.1	8989	10089	+	1101	1202	838	1184	1401	1089	784
G372_RS0105900	NZ_ARQK01000047.1	10089	11108	+	1020	474	469	451	483	529	330
G372_RS0105905	NZ_ARQK01000047.1	11115	11861	+	747	368	408	358	431	380	262
G372_RS0105910	NZ_ARQK01000047.1	11971	12759	+	789	362	229	359	732	552	511
G372_RS0105915	NZ_ARQK01000047.1	12778	13527	-	750	525	412	554	849	997	566
G372_RS0105920	NZ_ARQK01000047.1	13688	14758	+	1071	960	648	967	823	716	451
G372_RS0105925	NZ_ARQK01000047.1	14814	15578	+	765	582	476	639	564	490	275
G372_RS0105930	NZ_ARQK01000047.1	15626	16513	-	888	828	685	736	688	689	364
G372_RS0105935	NZ_ARQK01000047.1	16513	17394	-	882	358	341	304	296	349	174
G372_RS0105940	NZ_ARQK01000047.1	17400	18131	-	732	391	256	371	472	209	267
G372_RS0105945	NZ_ARQK01000047.1	18218	19339	-	1122	396	422	358	261	274	185
G372_RS0105950	NZ_ARQK01000047.1	19335	20429	-	1095	713	1172	663	462	647	183
G372_RS0105955	NZ_ARQK01000047.1	20419	21423	-	1005	478	344	446	730	587	441
G372_RS0105960	NZ_ARQK01000047.1	21498	23315	-	1818	1068	819	1019	1557	1695	705
G372_RS0105965	NZ_ARQK01000047.1	23503	24105	+	603	262	286	255	213	177	122
G372_RS0105970	NZ_ARQK01000047.1	24105	24647	+	543	293	281	245	187	159	114
G372_RS0105975	NZ_ARQK01000047.1	24664	25917	+	1254	309	319	301	247	177	173
G372_RS13895	NZ_ARQK01000047.1	25961	26410	-	450	240	123	316	200	117	167
G372_RS0105980	NZ_ARQK01000047.1	26577	27011	+	435	1735	1447	1854	1183	760	692
G372_RS0105985	NZ_ARQK01000047.1	27048	28220	-	1173	980	985	909	854	941	462
G372_RS0105990	NZ_ARQK01000047.1	28216	28515	-	300	101	117	93	108	114	52
G372_RS0105995	NZ_ARQK01000047.1	28609	29097	-	489	139	116	106	132	88	65
G372_RS0106000	NZ_ARQK01000047.1	29097	30020	-	924	1229	1186	1115	1798	1387	1157
G372_RS0106005	NZ_ARQK01000047.1	30155	31198	-	1044	1697	2506	1475	1911	1530	922
G372_RS0106010	NZ_ARQK01000047.1	31342	31626	+	285	91	44	72	137	137	86
G372_RS0106015	NZ_ARQK01000047.1	31697	33145	+	1449	726	890	691	605	836	238
G372_RS0106020	NZ_ARQK01000047.1	33159	34589	+	1431	2165	2201	2141	2131	2118	978
G372_RS0106025	NZ_ARQK01000047.1	34611	35504	+	894	339	714	276	419	562	203
G372_RS0106030	NZ_ARQK01000047.1	35608	36021	+	414	178	243	157	364	468	197
G372_RS0106035	NZ_ARQK01000047.1	36029	36775	-	747	325	433	272	433	383	279
G372_RS0106040	NZ_ARQK01000047.1	36939	37295	+	357	125	128	110	459	284	234
G372_RS0106045	NZ_ARQK01000047.1	37352	38206	-	855	74	117	57	88	55	53
G372_RS0106050	NZ_ARQK01000047.1	38209	39291	-	1083	121	217	95	190	259	92
G372_RS0106055	NZ_ARQK01000047.1	39291	40586	-	1296	807	955	720	968	762	661
G372_RS0106060	NZ_ARQK01000047.1	40840	42570	+	1731	962	1615	958	1188	1167	851
G372_RS0106065	NZ_ARQK01000047.1	42618	43220	+	603	150	219	129	256	322	169
G372_RS0106070	NZ_ARQK01000047.1	43220	44110	+	891	442	1240	392	450	476	323
G372_RS0106080	NZ_ARQK01000047.1	44682	45635	+	954	2680	1505	2465	4005	3580	2051
G372_RS0106085	NZ_ARQK01000047.1	45745	46443	+	699	2017	3585	2098	5368	7268	1954
G372_RS0106090	NZ_ARQK01000047.1	46479	47096	+	618	320	298	287	1169	1403	427
G372_RS0106095	NZ_ARQK01000047.1	47096	48187	+	1092	314	407	307	662	822	277
G372_RS0106100	NZ_ARQK01000047.1	48271	48597	+	327	1558	2363	1424	2081	2667	1092
G372_RS0106105	NZ_ARQK01000047.1	48830	49513	-	684	409	562	455	1059	1045	495
G372_RS0106110	NZ_ARQK01000047.1	49788	52448	+	2661	3328	5463	3119	3469	5438	1204
G372_RS0106115	NZ_ARQK01000047.1	52363	53802	+	1440	2177	3317	1984	2223	3954	901
G372_RS0106120	NZ_ARQK01000047.1	53825	55606	+	1782	4316	6656	4401	3805	4299	2074
G372_RS0106125	NZ_ARQK01000047.1	55615	56586	+	972	206	496	179	282	319	139
G372_RS0106130	NZ_ARQK01000047.1	56645	57865	+	1221	1627	1908	1556	1455	1212	914
G372_RS0106135	NZ_ARQK01000047.1	57870	59870	+	2001	1174	1530	1120	1171	995	833
G372_RS0106140	NZ_ARQK01000047.1	59906	60688	+	783	268	390	292	418	694	230
G372_RS0106145	NZ_ARQK01000047.1	60688	61194	+	507	146	278	99	142	127	65
G372_RS0106150	NZ_ARQK01000047.1	61197	62597	+	1401	419	1040	373	368	475	243
G372_RS0106155	NZ_ARQK01000047.1	62597	63232	+	636	411	354	445	322	238	243
G372_RS0106160	NZ_ARQK01000047.1	63232	63837	+	606	335	279	289	239	132	143
G372_RS0106165	NZ_ARQK01000047.1	63899	64279	+	381	450	648	400	529	612	324
G372_RS0106170	NZ_ARQK01000047.1	64324	65268	+	945	66	104	34	80	83	51
G372_RS0106175	NZ_ARQK01000047.1	65373	66347	+	975	391	351	359	645	628	370
G372_RS0106180	NZ_ARQK01000047.1	66347	67321	+	975	301	548	233	340	280	125
G372_RS0106185	NZ_ARQK01000047.1	67324	67860	+	537	433	321	273	307	188	191
G372_RS0106190	NZ_ARQK01000047.1	67860	68420	+	561	285	298	251	360	370	227
G372_RS0106195	NZ_ARQK01000047.1	68416	68937	+	522	295	398	278	325	287	235
G372_RS0106200	NZ_ARQK01000047.1	68958	69716	+	759	362	617	332	298	301	159
G372_RS0106205	NZ_ARQK01000047.1	69793	71283	+	1491	1641	2353	1534	1288	1259	801
G372_RS0106210	NZ_ARQK01000047.1	71289	71624	+	336	2158	3272	2529	1644	1613	997
G372_RS0106215	NZ_ARQK01000047.1	71632	72099	+	468	2214	1876	1930	1405	826	954
G372_RS0106220	NZ_ARQK01000047.1	72170	73198	+	1029	1558	2258	1308	1486	1827	784
G372_RS0106225	NZ_ARQK01000047.1	73202	74083	+	882	807	1247	692	529	532	310
G372_RS0106230	NZ_ARQK01000047.1	74091	74513	+	423	676	715	567	1232	1239	795
G372_RS0106235	NZ_ARQK01000047.1	74488	74754	+	267	155	188	111	299	234	183
G372_RS13510	NZ_ARQK01000048.1	1	210	+	210	27	18	22	21	18	8
G372_RS0106250	NZ_ARQK01000048.1	686	1345	-	660	127	227	131	104	142	79
G372_RS0106255	NZ_ARQK01000048.1	1649	6274	-	4626	1341	1456	1324	958	812	578
G372_RS14445	NZ_ARQK01000048.1	6888	7007	-	120	38	44	46	36	40	24
